biotools_id,name,description,homepage,topics,functions,tool_type,license,cost,maturity,language,url,publications
virdb,VIRdb,"a comprehensive database for interactive analysis of genes/proteins involved in the pathogenesis of vitiligo.

A comprehensive resource for Vitiligo.

Vitiligo Information resource (<b>VIRdb</b>) is a comprehensive database which systematically mounts all the information relating to vitiligo in terms of Potential protein targets and differentially expressed genes in a user-friendly database.",http://www.vitiligoinfores.com/,Molecular modelling,Deposition; Differential gene expression analysis; Expression analysis; Network visualisation; Virtual screening,,,,,MATLAB,http://www.vitiligoinfores.com/,10.7717/PEERJ.9119
vbi,Virtual Brain Inference (VBI),"Virtual Brain Inference (VBI) is an open-source toolkit for efficient Bayesian inference on whole-brain models, combining computational models of brain dynamics with individual brain imaging data. It provides fast simulations, data storage, and probabilistic machine learning algorithms for biophysically interpretable inference.",https://github.com/ins-amu/vbi,Biophysics,Essential dynamics; Network analysis; Quantification,,,,,,https://github.com/ins-amu/vbi,10.7554/ELIFE.106194
virtual_ribosome,Virtual Ribosome,"The Virtual Ribosome is a DNA translation tool with a built-in ORF finder that allows the use of alternative start codons, the IUPAC degenerate DNA alphabet, and all translation tables defined by the NCBI taxonomy group.  The tool can also highlight the intron/exon structure of genes using information found in the feature table of GenBank flatfiles in the final translation results.",http://www.cbs.dtu.dk/services/VirtualRibosome/,Binding sites,DNA translation; Sequence feature comparison; Virtual PCR,Web application,Other,,,Python,http://www.cbs.dtu.dk/services/VirtualRibosome/,10.1093/nar/gkl252
virtualtaste,VirtualTaste,VirtualTaste is a web server for the prediction of organoleptic properties of chemical compounds. The taste of a chemical compound present in food stimulates us to take in nutrients and avoid poisons. Many active ingredients present in drugs taste bitter and thus are aversive to children as well as many adults. Bitterness of medicines presents compliance problems and early flagging of potential bitterness of a drug candidate may help its further development. Taste prediction of a compound is of large interest for the food industry.,http://virtualtaste.charite.de/VirtualTaste,Drug discovery,Fold recognition; Transmembrane protein prediction; Virtual screening,Web application,,,,,http://virtualtaste.charite.de/VirtualTaste,10.1093/nar/gkab292
virus-ckb,Virus-CKB,"an integrated bioinformatics platform and analysis resource for COVID-19 research.

A generic knowledgebase computation platform integrated with our established chemogenomics tools as well as our algorithms for data visualization and analyses.

Virus-CKB is a knowledgebase for COVID-19 and similar viral infection research that implemented with our established chemogenomics tools as well as our algorithms for data visualization and analyses. This tool predicts the BioActivities on 92 viral related targets for a query compound and provides a handy user interface for viewing, downloading and plotting the output results.",https://www.cbligand.org/g/virus-ckb,Pharmacology,Subcellular localisation prediction; Virtual screening; Visualisation,,,,,,https://www.cbligand.org/g/virus-ckb,10.1093/BIB/BBAA155
virushound-i,VirusHound-I,Prediction of viral proteins involved in the evasion of host adaptive immune response using the random forest algorithm and generative adversarial network for data augmentation.,https://www.biochemintelli.com/VirusHound-I,Pharmacology,Deposition; Epitope mapping; Peptide immunogenicity prediction; Virulence prediction,Web application,,Free of charge,,,https://github.com/jfbldevs/virushound-I,10.1093/BIB/BBAD434
virusmed,virusMED,"Metal binding sites, antigen epitopes, and drug binding sites are viral protein hotspots that control how viruses interact with their hosts. Like Google maps organizes and annotates points of interest on the planet, virus-M-E-D (Metal binding sites, antigenic Epitopes, and Drug binding sites) recognizes the relative locations of individual hotspots of viral proteins, and depicts a collection of maps upon which newly-characterized functional sites can be marked as they are being discovered. While we define drug as small molecule compounds collected by the DrugBank database, other small molecules binders observed in complex viral protein structures were also cataloged.",https://virusmed.biocloud.top,Binding sites,Epitope mapping; Peptide immunogenicity prediction; Side chain modelling; Virtual screening,Web application,,Free of charge,,,https://virusmed.biocloud.top,10.1107/S2052252521009076
visant,VisANT,"VisANT is an integrative visual analysis tool for biological networks and pathways that contains modules for querying and integrating KEGG pathways with expression data. VisANT is java-based, and can be run as a java applet, as a java web application, or downloaded and run locally. New functions allow determination of over-representation and expression enrichment, integrated search and navigation of disease and drug hierarchies, drug/disease annotation, etc.",http://visant.bu.edu/,Pharmacology,Gene expression correlation; Gene to pathway mapping; Gene-set enrichment analysis; Pathway or network analysis; Weighted correlation network analysis,Web application,,,,Java,http://visant.bu.edu/,10.1186/1471-2105-5-17; 10.1038/nbt1304; 10.1093/nar/gki431
visar,VISAR,"an interactive tool for dissecting chemical features learned by deep neural network QSAR models.

Here we took a step forward to interpret the learned features from deep neural network QSAR models, and present VISAR, an interactive tool for visualizing structure-activity relationship and the chemical activity landscape based on the learned features, thus providing deeper insights of the neural network 'black-box'. For a learning task, VISAR firstly provided users with useful functions to build, train and test the deep neural network models.",https://github.com/qid12/visar,Medicinal chemistry,Network visualisation; Quantification; Regression analysis,,,,,Python,https://github.com/qid12/visar,10.1093/BIOINFORMATICS/BTAA187
visgrid,VisGrid,The algorithm identifies geometric features of protein surfaces using an intuitive concept of the visibility. It  correctly identified 95.0% of ligand binding sites as one of the three largest pockets in 5616 benchmark proteins.,http://kiharalab.org/VisGrid/,Molecular modelling,Protein structure prediction,Command-line tool,,,,,http://kiharalab.org/VisGrid/,10.1002/prot.21732
visual_dynamics,Visual Dynamics,Molecular dynamics simulation using GROMACS. It aims to automatize the generation and execution of a molecular simulation with capabilities to generate and run dynamics of Protein and Protein + Ligand (prepared in ACPYPE or PRODRG),https://github.com/LABIOQUIM/visualdynamics,Molecular dynamics; Molecular modelling,Forcefield parameterisation; Molecular dynamics; Simulation analysis; Small molecule design; Visualisation,Web application,MIT,Free of charge,,Python,https://github.com/LABIOQUIM/visualdynamics,10.1186/s12859-023-05234-y
visualcna,VisualCNA,PyMOL plug-in for interactive Constraint Network Analysis and protein engineering for improving thermostability,http://cpclab.uni-duesseldorf.de/software,Molecular modelling,Pathway or network analysis; Protein modelling,Plug-in,,,,,http://cpclab.uni-duesseldorf.de/software,10.1093/bioinformatics/btv139
vivaldi,Vivaldi,"Web-based service for the analysis, visualization, and validation of NMR structures in the Protein Data Bank (PDB). It provides access to model coordinates and several types of experimental NMR data using interactive visualization tools, augmented with structural annotations and model-validation information.",http://www.ebi.ac.uk/pdbe/vivaldi/,Molecular modelling,Protein model validation; Protein structure analysis; Structure visualisation,Web application,,,,,http://www.ebi.ac.uk/pdbe/vivaldi/,10.1002/prot.24213
vivasemtabaco,vivasemtabaco,vivasemtabaco is a tool for comparing gain- and loss-framed ads for the purposes of an Internet-based smoking cessation intervention.,https://github.com/crepeia/wati,Pharmacology,,,,,,,https://github.com/crepeia/wati,10.1590/0102-311X00151318
vlume,vLUME,"3D virtual reality for single-molecule localization microscopy.

An important feature of vLUME the ability to perform local analysis on a subregion of point-cloud data (RoI).",https://github.com/lumevr/vLume_OpenSourcePlugins,Biophysics,Standardisation and normalisation; Visualisation,,,,,C#,https://github.com/lumevr/vLume_OpenSourcePlugins,10.1038/s41592-020-0962-1
void_editor,VoID Editor,VoID dataset description tool.,http://voideditor.cs.man.ac.uk/,Cheminformatics; Pharmacology,Format validation,Web application,,,,,http://voideditor.cs.man.ac.uk/,
volarea,Volarea,"Plug-in of the widely spread molecular graphics software Visual Molecular Dynamics (VMD), which allows the calculation of the volume as well as the surface area of any chemical structure. The surface area can be used also to map or calculate the exposed area of the structure to the solvent or to another chemical structure.",http://www.fc.up.pt/PortoBioComp/Software/Volarea/Home.html,Molecular dynamics; Molecular modelling,Molecular surface analysis; Protein property calculation,Plug-in,,,,,http://www.fc.up.pt/PortoBioComp/Software/Volarea/Home.html,10.1111/cbdd.12197
ivolcalc,volcalc,"volcalc is a package that automates the calculation of estimated relative volatility index values for organic compounds, leveraging functional group contributions based on the SIMPOL.1 method. It utilizes chemoinformatic tools to predict volatility for metabolites within the Kyoto Encyclopedia of Genes and Genomes (KEGG) database.",https://meredith-lab.github.io/volcalc/,Cheminformatics,Expression profile pathway mapping; Genotyping; Metabolic pathway prediction,,,,,,https://meredith-lab.github.io/volcalc/,10.3389/FMICB.2023.1267234
vombat,VOMBAT,Predict transcription factor binding sites (TFBS) and other motifs in sequence data based on Variable Order Markov models and variable order Bayesian Trees.,https://www2.informatik.uni-halle.de:8443/VOMBAT/faces/pages/choose.jsp,Binding sites,Protein binding site prediction; Regulatory element prediction; Transcription factor binding site prediction; Transcriptional regulatory element prediction,Web application,,,,,https://www2.informatik.uni-halle.de:8443/VOMBAT/faces/pages/choose.jsp,10.1093/bioinformatics/bti410; 10.1093/nar/gkl212
voroif_gnn,VoroIF-GNN,Voronoi tessellation-derived protein-protein interface assessment using a graph neural network.,https://kliment-olechnovic.github.io/voronota/expansion_js/,Molecular modelling,Network analysis; Protein modelling; Protein-protein docking,Command-line tool,MIT,Free of charge,,"C++, Python, C, Shell",https://github.com/kliment-olechnovic/voronota,10.1002/prot.26554
vphylomm,vPhyloMM,The purpose of the tool is to generate a transition model showing the mutational pathways of drug resistance for viruses under drug pressure.,http://vphylomm.sourceforge.net/,Drug discovery; Medicinal chemistry,Pathway or network prediction,Command-line tool,,,,"R, Perl",http://vphylomm.sourceforge.net/,10.1093/bioinformatics/btp466
vplg,VPLG,"This uses a graph-based model to describe the structure of proteins on the super-secondary structure level. A protein-ligand graph is computed from the atomic coordinates in a PDB file and the secondary structure assignments of the DSSP algorithm. In this graph, vertices represent secondary structure elements (SSEs, e.g. usually alpha helices and beta sheets) or ligand molecules while the edges model contacts and spatial relations between them.",http://www.bioinformatik.uni-frankfurt.de/tools/vplg/index.html,Binding sites,Prediction and recognition; Protein sequence analysis,Command-line tool,,,,Java,http://www.bioinformatik.uni-frankfurt.de/tools/vplg/index.html,10.1093/bioinformatics/btv574
vrmol,VRmol,"VRmol: Virtual Reality for Molecular Structures. an Integrative Web-Based Virtual Reality System to Explore Macromolecular Structure.

VRmol is an easy-to-use web-based tool capable of visualizing and integratively analyzing biomolecular structures in Virtual Reality environment.",https://VRmol.net,Medicinal chemistry; Molecular modelling,Structure editing; Virtual screening; Visualisation,,MIT,,,JavaScript,http://github.com/kuixu/VRmol,10.1093/BIOINFORMATICS/BTAA696
VRTK,VRTK,"Exploring Drugbank in Virtual Reality Chemical Space.

VRTK is a toolkit to rapidly build VR solutions.

VRTK is a collection of useful, reusable solutions to common problems found when building for virtual reality. VRTK aims to help productivity by speeding up the creation process from prototyping ideas to building complete solutions",http://www.vrtk.io,Cheminformatics; Computational chemistry,Parsing; Visualisation,,,,,,http://www.vrtk.io,10.26434/CHEMRXIV.6629150.V2
vsdmip,VSDMIP,Virtual Screening Data Management on an Integrated Platform  is divided in two parts: programs which actually do things (local packages) and program which translate those things to the database (cluster packages and cartridge).,http://ub.cbm.uam.es/software/vsdmip/,Compound libraries and screening; Molecular modelling,Deposition; Molecular docking,Desktop application,,,,,http://ub.cbm.uam.es/software/vsdmip/,21826555
vsflow,VSFlow,Open-source ligand-based virtual screening tool.,https://github.com/czodrowskilab/VSFlow,Cheminformatics; Compound libraries and screening; Medicinal chemistry,Structural motif discovery; Virtual screening; Visualisation,Command-line tool,MIT,Free of charge,,"Python, PyMOL",https://github.com/czodrowskilab/VSFlow,10.1186/s13321-023-00703-1
vspipe-gui,VSpipe-GUI,"VSpipe-GUI is an open-source, cross-platform Python toolkit providing a graphical user interface for virtual screening and hit selection. It improves upon the previous command-line version by offering a more user-friendly and faster workflow, incorporating a spatial filtering module.",https://github.com/rashid-bioinfo/vspipe-gui,Cheminformatics; Compound libraries and screening; Medicinal chemistry; Molecular modelling,Protein structure validation; Protein-protein docking; Virtual screening,,,,,Python,https://github.com/rashid-bioinfo/vspipe-gui,10.3390/IJMS25042002
vtx,VTX Molecular Visualization,"VTX is an open-source, high-performance molecular visualization software designed to handle massive datasets. It utilizes impostor-based techniques and adaptive level-of-detail rendering for efficient real-time visualization and manipulation of large molecular systems.",http://vtx.drugdesign.fr,Molecular dynamics; Molecular modelling,Molecular docking; Molecular dynamics; Visualisation,,,,,,https://github.com/VTX-Molecular-Visualization,10.3389/FBINF.2025.1588661
waddaica,WADDAICA,A Webserver-Aided Drug Design By Artificial Intelligence And Classical Algorithm,https://bqflab.github.io,Medicinal chemistry,Protein design; Scaffolding; Small molecule design,Web application,Not licensed,Free of charge,,,https://bqflab.github.io,10.1016/J.CSBJ.2021.06.017
